Phylum,Class,Order,Family,Genus,Species,Common_Name,Status,BRO,TOR,SAN,HEN,IUCN_No,Pop_Trend
chordata,reptilia,crocodylia,gavialidae,Gavialis,gangeticus,Gharial,CR,0,0,1,0,8966,de
chordata,reptilia,rhynchocephalia,sphenodontidae,Sphenodon,guntheri,Brothers Island tuatara,VU,0,0,1,0,20612,un
chordata,reptilia,squamata,agamidae,Acanthocercus,atricollis,Black-necked agama,LC,0,0,1,1,170364,st
chordata,reptilia,squamata,agamidae,Agama,agama,Common agama,NE,1,0,1,0,N/A,N/A
chordata,reptilia,squamata,agamidae,Chlamydosaurus,kingii,Frilled lizard,LC,1,1,0,1,170384,un
chordata,reptilia,squamata,agamidae,Gonocephalus,chamaeleontinus,Javan humphead lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,agamidae,Physignathus,cocincinus,Chinese water dragon,NE,1,1,0,0,N/A,N/A
chordata,reptilia,squamata,agamidae,Pogona,vitticeps,Central bearded dragon,NE,0,1,0,1,N/A,N/A
chordata,reptilia,squamata,agamidae,Saara,hardwickii,Hardwicke's spiny-tailed lizard,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,agamidae,Xenagama,taylori,Taylor's strange agama,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,anguidae,Celestus,warreni,Giant Hispaniolan galliwasp ,CR,0,0,1,1,39260,de
chordata,reptilia,squamata,anguidae,Diploglossus,millepunctatus,Dotted galliwasp,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,anguidae,Pseudopus,apodus,European glass lizard,NE,0,0,1,1,N/A,N/A
chordata,reptilia,squamata,anolis,Norops,sagrei,Brown anole,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,boidae,Acrantophis,dumerili,Dumeril's boa,LC,0,0,0,1,282,st
chordata,reptilia,squamata,boidae,Acrantophis,madagascariensis,Madagascar ground boa,LC,0,0,1,1,283,st
chordata,reptilia,squamata,boidae,Boa,constrictor,Boa constrictor,NE,1,1,1,1,N/A,N/A
chordata,reptilia,squamata,boidae,Calabaria,reinhardtii,Calabar python,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,boidae,Candoia,carinata,Pacific ground boa,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,boidae,Corallus,annulatus,Ringed tree boa,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,boidae,Corallus,caninus,Emerald tree boa,NE,1,1,1,1,N/A,N/A
chordata,reptilia,squamata,boidae,Epicrates,striatus,Hispaniolan boa,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,boidae,Epicrates,subflavus,Jamaican boa,VU,0,0,0,1,7826,un
chordata,reptilia,squamata,boidae,Eunectes,notaeus,Yellow anaconda,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,boidae,Gongylophis,conicus,Rough-scaled sand boa,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,boidae,Lichanura,trivirgata,Rosy boa,LC,0,0,1,1,63726,st
chordata,reptilia,squamata,boidae,Sanzinia,madagascariensis,Madagascar tree boa,LC,1,0,1,1,19900,st
chordata,reptilia,squamata,chamaeleonidae,Chamaeleo,calyptratus,Veiled chameleon,LC,0,1,0,0,176306,st
chordata,reptilia,squamata,chamaeleonidae,Chamaeleo,jacksonii,Jackson's chameleon,NE,0,1,1,0,N/A,N/A
chordata,reptilia,squamata,chamaeleonidae,Chamaeleo,melleri,Meller's chameleon,NE,0,1,0,0,N/A,N/A
chordata,reptilia,squamata,chamaeleonidae,Furcifer,lateralis,Jeweled chameleon,LC,0,0,0,1,172835,st
chordata,reptilia,squamata,chamaeleonidae,Furcifer,oustaleti,Oustalet's chameleon,LC,0,0,0,1,172866,st
chordata,reptilia,squamata,chamaeleonidae,Furcifer,pardalis,Panther chameleon,LC,0,0,0,1,172955,st
chordata,reptilia,squamata,chamaeleonidae,Rhampholeon,kerstenii,Kenya stumptail chameleon,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,colubridae,Ahaetulla,nasuta,Green vine snake,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,colubridae,Bogertophis,rosaliae,Baja California rat snake,LC,0,0,1,1,63736,st
chordata,reptilia,squamata,colubridae,Bogertophis,subocularis,Trans-pecos rat snake,LC,0,0,0,1,63737,de
chordata,reptilia,squamata,colubridae,Boiga,irregularis,Brown tree snake,NE,0,0,1,1,N/A,N/A
chordata,reptilia,squamata,colubridae,Dispholidus,typus,Boomslang,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,colubridae,Drymarchon,couperi,Eastern indigo snake,LC,0,0,0,1,63773,de
chordata,reptilia,squamata,colubridae,Gonyosoma,oxycephalum,Red-tailed green ratsnake,LC,1,1,0,0,183196,de
chordata,reptilia,squamata,colubridae,Hydrodynastes,gigas,False water cobra,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,colubridae,Lampropeltis,getula,Common kingsnake,LC,1,0,1,0,63828,st
chordata,reptilia,squamata,colubridae,Lampropeltis,triangulum,Milk snake,NE,0,1,1,1,N/A,N/A
chordata,reptilia,squamata,colubridae,Lampropeltis,zonata,California mountain kingsnake,LC,0,0,1,0,63834,de
chordata,reptilia,squamata,colubridae,Masticophis,flagellum,San Joaquin coachwhip,LC,0,0,1,0,62235,st
chordata,reptilia,squamata,colubridae,Masticophis,lateralis,Almeda striped racer,LC,0,0,1,0,62236,st
chordata,reptilia,squamata,colubridae,Orthriophis,taeniurus,Beauty snake ,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,colubridae,Pantherophis,obsoletus,Western rat snake,LC,1,1,0,1,63864,st
chordata,reptilia,squamata,colubridae,Pantherophis,vulpinus,Western fox snake,LC,0,1,0,1,63866,st
chordata,reptilia,squamata,colubridae,Philothamnus,punctatus,Spotted green snake,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,colubridae,Pituophis,catenifer,Gopher snake,LC,0,0,1,0,63869,st
chordata,reptilia,squamata,colubridae,Salvadora,bairdi,Baird's patchnose snake,LC,0,0,0,1,63910,st
chordata,reptilia,squamata,colubridae,Spilotes,pullatus,Chicken snake,NE,0,1,0,1,N/A,N/A
chordata,reptilia,squamata,colubridae,Telescopus,semiannulatus,Tiger snake,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,colubridae,Thelotornis,capensis,Twig snake,LC,0,0,1,0,177476,st
chordata,reptilia,squamata,cordylidae,Cordylus,cataphractus,Armadillo girdled lizard,VU,0,0,1,0,5333,un
chordata,reptilia,squamata,cordylidae,Cordylus,giganteus,Giant girdled lizard,VU,0,0,1,0,5336,un
chordata,reptilia,squamata,cordylidae,Cordylus,mossambicus,Mozambique girdled lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,cordylidae,Cordylus,tropidosternum,East African spiny-tailed lizard,NE,1,0,1,0,N/A,N/A
chordata,reptilia,squamata,corytophanidae,Basiliscus,plumifrons,Green basilisk,LC,0,1,1,1,203046,st
chordata,reptilia,squamata,corytophanidae,Laemanctus,serratus,Serrated cssquehead iguana,LC,0,0,0,1,64004,st
chordata,reptilia,squamata,dactyloidae,Anolis,ricordi,Haitian green anole,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,dactyloidae,Anolis,smallwoodi,Smallwood's anole,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,diplodactylidae,Rhacodactylus,auriculatus,New Caledonian bumpy gecko,LC,0,0,0,1,176132,st
chordata,reptilia,squamata,diplodactylidae,Rhacodactylus,leachianus,New Caledonian giant gecko,LC,0,0,1,1,176166,st
chordata,reptilia,squamata,dipsadidae,Heterodon,nasicus,Western hognose snake,LC,0,0,0,1,63819,st
chordata,reptilia,squamata,elapidae,Dendroaspis,viridis,Western green mamba,LC,0,0,1,0,13265799,st
chordata,reptilia,squamata,elapidae,Hemachatus,haemachatus,Rinkhals,LC,0,0,1,0,177556,st
chordata,reptilia,squamata,elapidae,Naja,annulata,Ringed water cobra,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,elapidae,Naja,annulifera,Snouted cobra,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,elapidae,Naja,naja,Indian cobra,NE,1,1,1,0,N/A,N/A
chordata,reptilia,squamata,elapidae,Naja,nivea,Cape cobra,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,elapidae,Ophiophagus,hannah,King cobra,VU,1,0,1,0,177540,de
chordata,reptilia,squamata,elapidae,Oxyuranus,microlepidotus,Inland taipan,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,elapidae,Pseudechis,colletti,Collett's snake,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,eublepharidae,Coleonyx,brevis,Texas banded gecko,LC,0,0,0,1,64034,st
chordata,reptilia,squamata,gekkonidae,Chondrodactylus,angulifer,Giant ground gecko,LC,0,0,0,1,178743,un
chordata,reptilia,squamata,gekkonidae,Gekko,gecko,Tokay gecko,NE,0,1,0,1,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Gekko,vittatus,Lined gecko,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Homopholis,fasciata,African banded velvet gecko,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Lygodactylus,williamsi,Turquoise dwarf gecko,CR,0,0,0,1,14665363,de
chordata,reptilia,squamata,gekkonidae,Nephrurus,amyae,Rough knob-tailed gecko,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Pachydactylus,rangei,Namib sand gecko,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Phelsuma,abbotti,Abbott's day gecko,LC,0,0,0,1,61431,st
chordata,reptilia,squamata,gekkonidae,Phelsuma,flavigularis,Yellow-throated day gecko,EN,0,0,0,1,178689,de
chordata,reptilia,squamata,gekkonidae,Phelsuma,laticauda,Broad-tailed day gecko,LC,0,0,0,1,61433,st
chordata,reptilia,squamata,gekkonidae,Phelsuma,lineata,Lined day gecko,LC,0,0,0,1,172826,st
chordata,reptilia,squamata,gekkonidae,Phelsuma,standingi,Standing's day gecko,VU,1,0,1,1,16947,un
chordata,reptilia,squamata,gekkonidae,Phyllurus,platurus,Broad-tailed gecko,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,gekkonidae,Uroplatus,fimbriatus,Common flat-tail gecko,LC,0,0,1,1,172939,de
chordata,reptilia,squamata,gekkonidae,Uroplatus,guentheri,Gunther's fIat-tail gecko,EN,0,0,0,1,172927,de
chordata,reptilia,squamata,gekkonidae,Uroplatus,henkeli,Frilled leaf-tailed gecko,VU,1,0,1,0,178653,un
chordata,reptilia,squamata,gekkonidae,Uroplatus,lineatus,Lined flat-tail gecko,LC,0,0,0,1,172769,de
chordata,reptilia,squamata,gekkonidae,Uroplatus,phantasticus,Satanic leaf-tailed gecko,LC,0,0,0,1,172906,de
chordata,reptilia,squamata,gekkonidae,Uroplatus,pietschmanni,Spiny leaf-tailed gecko,EN,0,0,0,1,172943,un
chordata,reptilia,squamata,gekkonidae,Uroplatus,sikorae,Southern flat-tail gecko,LC,0,0,0,1,172820,de
chordata,reptilia,squamata,gerrhosauridae,Gerrhosaurus,flavigularis,Yellow-throated plated lizard,NE,0,0,1,1,N/A,N/A
chordata,reptilia,squamata,gerrhosauridae,Gerrhosaurus,major,Sudan plated lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,gerrhosauridae,Gerrhosaurus,validus,Giant plated lizard,NE,0,0,1,1,N/A,N/A
chordata,reptilia,squamata,gerrhosauridae,Tracheloptychus,petersi,Peter's keeled plated lizard,VU,0,0,1,0,172745,de
chordata,reptilia,squamata,gerrhosauridae,Zonosaurus,karsteni,Karsten's girdled lizard,LC,0,0,0,1,178585,un
chordata,reptilia,squamata,gerrhosauridae,Zonosaurus,madagascariensis,Madagascar girdled lizard,LC,1,0,0,0,61436,st
chordata,reptilia,squamata,gerrhosauridae,Zonosaurus,quadrilineatus,Four-lined girdled lizard,VU,1,0,0,0,178326,un
chordata,reptilia,squamata,helodermatidae,Heloderma,horridum,Beaded lizard,LC,0,1,1,1,9864,de
chordata,reptilia,squamata,helodermatidae,Heloderma,suspectum,Gila monster,NT,1,1,1,1,9865,de
chordata,reptilia,squamata,homalopsidae,Erpeton,tentaculatum,Tentacled snake,LC,1,1,1,0,176697,un
chordata,reptilia,squamata,iguanidae,Brachylophus,fasciatus,Fiji banded iguana,EN,0,0,1,1,19243030,de
chordata,reptilia,squamata,iguanidae,Ctenosaura,hemilopha,Cape spinytail iguana,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,iguanidae,Ctenosaura,pectinata,Mexican spinytail iguana,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,iguanidae,Cyclura,cychlura figginsi,Exuma Island rock iguana,CR,0,0,1,0,6040,de
chordata,reptilia,squamata,iguanidae,Cyclura,nubila,Clouded rock iguana,VU,0,0,1,0,6030,un
chordata,reptilia,squamata,iguanidae,Cyclura,nubila nubila,Cuban rock iguana,VU,0,0,1,0,6045,de
chordata,reptilia,squamata,iguanidae,Cyclura,pinguis,Anegada rock iguana,CR,0,0,1,0,6031,un
chordata,reptilia,squamata,iguanidae,Dipsosaurus,dorsalis,Desert iguana,NE,1,0,0,1,N/A,N/A
chordata,reptilia,squamata,iguanidae,Iguana,iguana,Green iguana,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,iguanidae,Sauromalus,ater,Common chuckwalla,LC,1,1,0,1,64054,st
chordata,reptilia,squamata,iguanidae,Sauromalus,varius,San Esteban chuckwalla,NE,0,1,0,0,N/A,N/A
chordata,reptilia,squamata,lacertidae,Holaspis,guentheri,Neon blue-tailed tree lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,lacertidae,Nucras,boulengeri,Uganda savannah lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,lacertidae,Timon,lepidus,Ocellated lizard,NT,0,0,1,0,61583,de
chordata,reptilia,squamata,natricidae,Nerodia,cyclopion,Mississippi green water snake,LC,0,0,0,1,63853,st
chordata,reptilia,squamata,natricidae,Nerodia,erythrogaster,Plain-bellied water snake,LC,0,0,0,1,63854,st
chordata,reptilia,squamata,natricidae,Nerodia,fasciata,Southern water snake,LC,0,0,0,1,62237,st
chordata,reptilia,squamata,natricidae,Nerodia,sipedon,Northern water snake,LC,0,0,0,1,62239,st
chordata,reptilia,squamata,natricidae,Storeria,dekayi,Brown snake,LC,1,0,0,0,63928,st
chordata,reptilia,squamata,natricidae,Thamnophis,radix,Plains garter snake,LC,0,0,0,1,63988,st
chordata,reptilia,squamata,natricidae,Thamnophis,sirtalis,Common garter snake,LC,0,1,0,0,62240,st
chordata,reptilia,squamata,opluridae,Chalarodon,madagascariensis,Madagascar iguana,LC,0,0,0,1,172849,st
chordata,reptilia,squamata,opluridae,Oplurus,cuvieri,Cuvier's Madagascar swift,LC,1,0,0,1,172763,st
chordata,reptilia,squamata,phrynosomatidae,Petrosaurus,thalassinus,Baja blue rock lizard,LC,0,0,1,0,64070,st
chordata,reptilia,squamata,phrynosomatidae,Phrynosoma,asio,Giant horned lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,phrynosomatidae,Sceloporus,magister,Desert spiny lizard,LC,0,0,0,1,64123,st
chordata,reptilia,squamata,phrynosomatidae,Sceloporus,occidentalis,Western fence lizard,LC,0,0,1,0,64131,st
chordata,reptilia,squamata,phrynosomatidae,Sceloporus,serrifer,Blue spiny lizard,LC,0,0,0,1,64143,st
chordata,reptilia,squamata,phrynosomatidae,Uta,stansburiana,Side-blotched lizard,LC,0,0,1,0,64180,st
chordata,reptilia,squamata,pseudoxyrhophiidae,Leioheterodon,madagascariensis,Malagasy giant hognose snake,LC,1,0,0,1,172892,st
chordata,reptilia,squamata,pseudoxyrhophiidae,Leioheterodon,modestus,Blonde hognose snake,LC,0,0,0,1,176824,st
chordata,reptilia,squamata,pygopodidae,Lialis,jicari,Papua snake lizard,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,pythonidae,Aspidites,melanocephalus,Black-headed python,NE,0,0,1,1,N/A,N/A
chordata,reptilia,squamata,pythonidae,Aspidites,ramsayi,Woma,EN,0,0,1,1,2176,un
chordata,reptilia,squamata,pythonidae,Leiopython,albertisii,D'Albertis python,NE,0,1,0,0,N/A,N/A
chordata,reptilia,squamata,pythonidae,Morelia,amethistina,Amethyst python,LC,0,0,1,1,177501,un
chordata,reptilia,squamata,pythonidae,Morelia,boeleni,Boelen's python,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,pythonidae,Morelia,bredli,Centralian carpet python,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,pythonidae,Morelia,viridis,Green tree python,LC,1,1,1,1,177524,un
chordata,reptilia,squamata,pythonidae,Python,anchietae,Anchieta's dwarf python,LC,0,0,1,1,177539,un
chordata,reptilia,squamata,pythonidae,Python,breitensteini,Bornean short-tailed python,LC,1,0,0,0,192013,un
chordata,reptilia,squamata,pythonidae,Python,brongersmai,Blood python,LC,1,0,0,1,192169,in
chordata,reptilia,squamata,pythonidae,Python,curtus,Sumatran short-tailed python,LC,0,0,1,0,192244,un
chordata,reptilia,squamata,pythonidae,Python,regius,Ball python,LC,1,1,1,1,177562,un
chordata,reptilia,squamata,scincidae,Corucia,zebrata,Solomon Islands skink,NE,1,1,1,1,N/A,N/A
chordata,reptilia,squamata,scincidae,Egernia,cunninghami,Cunningham's skink,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,scincidae,Egernia,kingii,King's skink,LC,0,0,1,0,178540,st
chordata,reptilia,squamata,scincidae,Egernia,stokesii,Gidgee spiny-tailed skink,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,scincidae,Egernia,striolata,Tree-crevice skink,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,scincidae,Eumeces,schneideri,Schneider's skink,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,scincidae,Lepidothyris,fernandi,True fire skink,NE,0,1,0,0,N/A,N/A
chordata,reptilia,squamata,scincidae,Plestiodon,obsoletus,Great Plains skink,LC,0,0,0,1,64235,st
chordata,reptilia,squamata,scincidae,Plestiodon,skiltonianus,Western skink,LC,0,0,1,0,64240,st
chordata,reptilia,squamata,scincidae,Tiliqua,adelaidensis,Adelaide pygmy blue-tongue skink,EN,0,0,0,1,21902,un
chordata,reptilia,squamata,scincidae,Tiliqua,rugosa,Shingleback,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,scincidae,Tiliqua,scincoides,Australian blue-tongued skink,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,scincidae,Trachylepis,margaritifera,Rainbow mabuya,LC,0,0,1,0,178196,un
chordata,reptilia,squamata,scincidae,Trachylepis,striata,African striped skink,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,scincidae,Tribolonotus,gracilis,Red-eyed crocodile skink,NE,1,0,0,1,N/A,N/A
chordata,reptilia,squamata,shinisauridae,Shinisaurus,crocodilurus,Chinese crocodile lizard,EN,0,1,1,1,57287221,de
chordata,reptilia,squamata,teiidae,Ameiva,fuscata,Dominican ameiva,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,teiidae,Cnemidophorus,uniparens,Desert grassland whiptail lizard,NE,0,1,0,0,N/A,N/A
chordata,reptilia,squamata,teiidae,Dracaena,guianensis,Northern caiman lizard,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,teiidae,Tupinambis,merianae,Argentine black and white tegu,LC,0,0,0,1,178340,st
chordata,reptilia,squamata,varanidae,Varanus,acanthurus,Ridge-tailed monitor,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,albigularis,White-throated monitor,NE,1,0,0,1,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,doreanus,Blue-tailed monitor,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,dumerilii,Dumeril's monitor,NE,1,1,0,0,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,exanthematicus,Savannah monitor,LC,1,0,0,0,178346,un
chordata,reptilia,squamata,varanidae,Varanus,komodoensis,Komodo dragon,VU,1,1,1,0,22884,un
chordata,reptilia,squamata,varanidae,Varanus,macraei,Blue-spotted tree monitor,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,melinus,Quince monitor,NE,1,0,1,1,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,mertensi,Mertens's water monitor,NE,1,0,0,1,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,salvadorii,Crocodile monitor,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,storri,Storr's monitor,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,tristis,Black-headed monitor,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,varanidae,Varanus,varius,Lace monitor,NE,1,0,0,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Agkistrodon,bilineatus,Cantil,NT,0,0,0,1,64296,de
chordata,reptilia,squamata,viperidae,Agkistrodon,contortrix,Copperhead,LC,1,0,1,0,64297,st
chordata,reptilia,squamata,viperidae,Agkistrodon,taylori,Taylor's cantil,LC,1,0,0,0,64299,un
chordata,reptilia,squamata,viperidae,Bitis,cornuta,Many-horned adder,NE,0,0,0,1,N/A,N/A
chordata,reptilia,squamata,viperidae,Bitis,gabonica,Gaboon viper,NE,1,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Bitis,parviocula,Ethiopian mountain adder,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Bothriechis,lateralis,Coffee palm viper,LC,0,0,1,0,203658,st
chordata,reptilia,squamata,viperidae,Bothriechis,rowleyi,Rowley's palm pit viper,VU,0,0,1,0,64304,de
chordata,reptilia,squamata,viperidae,Bothriechis,schlegelii,Eyelash viper,NE,1,1,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Bothrops,erythromelas,Caatinga lancehead,LC,0,0,1,0,178643,un
chordata,reptilia,squamata,viperidae,Bothrops,moojeni,Brazilian Lancehead,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Cerastes,vipera,Sahara sand viper,LC,0,0,1,0,178210,st
chordata,reptilia,squamata,viperidae,Crotalus,adamanteus,Eastern diamondback rattlesnake,LC,1,0,1,0,64308,de
chordata,reptilia,squamata,viperidae,Crotalus,atrox,Western diamondback rattlesnake,LC,0,0,1,1,64311,st
chordata,reptilia,squamata,viperidae,Crotalus,catalinensis,Santa Catalina Island rattlesnake,CR,0,0,1,0,64314,de
chordata,reptilia,squamata,viperidae,Crotalus,cerastes,Sidewinder,LC,0,0,1,0,64315,st
chordata,reptilia,squamata,viperidae,Crotalus,durissus,Cascabel rattlesnake,LC,1,0,1,0,178477,un
chordata,reptilia,squamata,viperidae,Crotalus,horridus,Timber rattlesnake ,LC,1,0,0,0,64318,de
chordata,reptilia,squamata,viperidae,Crotalus,lepidus,Rock rattlesnake,LC,0,0,1,1,64321,st
chordata,reptilia,squamata,viperidae,Crotalus,mitchelli,Speckled rattlesnake,LC,0,0,1,1,64323,st
chordata,reptilia,squamata,viperidae,Crotalus,oreganus,Western rattlesnake,LC,0,1,1,0,64326,st
chordata,reptilia,squamata,viperidae,Crotalus,polystictus,Mexican Lance-headed rattlesnake,LC,0,0,1,0,64327,de
chordata,reptilia,squamata,viperidae,Crotalus,pricei,Twin-spotted rattlesnake,LC,0,0,1,0,64328,st
chordata,reptilia,squamata,viperidae,Crotalus,ruber,Red diamond rattlesnake,LC,0,0,1,0,64331,de
chordata,reptilia,squamata,viperidae,Crotalus,scutulatus,Majove rattlesnake,LC,0,0,1,1,64332,st
chordata,reptilia,squamata,viperidae,Crotalus,tigris,Tiger rattlesnake,LC,0,0,0,1,64335,st
chordata,reptilia,squamata,viperidae,Crotalus,willardi,Ridge-nosed rattlesnake,LC,0,0,1,0,62253,st
chordata,reptilia,squamata,viperidae,Deinagkistrodon,acutus,Chinese moccasin,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Lachesis,muta,Bushmaster,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Protobothrops,jerdonii,Yellow speckled lancehead,LC,0,0,1,0,178419,st
chordata,reptilia,squamata,viperidae,Protobothrops,mangshanensis,Mangshan pit viper,EN,1,0,1,0,192140,de
chordata,reptilia,squamata,viperidae,Trimeresurus,flavomaculatus,Philippine pit viper,NE,0,0,1,0,N/A,N/A
chordata,reptilia,squamata,viperidae,Trimeresurus,trigonocephalus,Sri Lankan green pit viper,NE,0,0,1,0,N/A,N/A
chordata,reptilia,testudines,carettochelyidae,Carettochelys,insculpta,Pig-nosed turtle,VU,1,1,1,1,3898,un
chordata,reptilia,testudines,chelidae,Chelodina,mccordi,Roti Island snake-necked turtle,CR,0,0,1,0,4606,un
chordata,reptilia,testudines,chelidae,Chelodina,oblonga,Northern snake-necked turtle,NT,0,0,1,0,4607,un
chordata,reptilia,testudines,chelidae,Chelus,fimbriatus,Mata mata,NE,1,1,1,1,N/A,N/A
chordata,reptilia,testudines,chelidae,Emydura,macquarii,Murray river turtle,NE,0,0,0,1,N/A,N/A
chordata,reptilia,testudines,chelidae,Emydura,subglobosa,Red-bellied short-necked turtle,LC,1,1,1,1,46582,un
chordata,reptilia,testudines,chelidae,Hydromedusa,tectifera,Argentine snake-necked turtle,NE,0,0,1,0,N/A,N/A
chordata,reptilia,testudines,chelidae,Phrynops,hilarii,Hilaire's toadhead turtle,NE,0,0,0,1,N/A,N/A
chordata,reptilia,testudines,cheloniidae,Caretta,caretta,Loggerhead,EN,0,0,0,1,3897,un
chordata,reptilia,testudines,chelydridae,Chelydra,serpentina,Common snapping turtle,LC,0,1,1,1,163424,st
chordata,reptilia,testudines,chelydridae,Macrochelys,temminckii,Alligator snapping turtle,VU,1,0,1,1,12589,un
chordata,reptilia,testudines,emydidae,Actinemys,marmorata,Pacific pond turtle,VU,0,0,1,0,4969,un
chordata,reptilia,testudines,emydidae,Chrysemys,picta,Painted turtle,LC,0,1,0,1,163467,st
chordata,reptilia,testudines,emydidae,Clemmys,guttata,Spotted turtle,EN,0,1,0,1,4968,de
chordata,reptilia,testudines,emydidae,Emydoidea,blandingii,Blanding's turtle,EN,0,1,0,0,7709,de
chordata,reptilia,testudines,emydidae,Emys,orbicularis,European pond turtle,NT,0,0,1,0,7717,un
chordata,reptilia,testudines,emydidae,Graptemys,versa,Texas map turtle,LC,0,0,0,1,9503,st
chordata,reptilia,testudines,emydidae,Pseudemys,concinna,River cooter,LC,0,0,0,1,163444,un
chordata,reptilia,testudines,emydidae,Terrapene,carolina,Common box turtle,VU,1,1,0,1,21641,de
chordata,reptilia,testudines,emydidae,Trachemys,scripta,Pond slider,LC,0,0,1,1,22028,st
chordata,reptilia,testudines,emydidae,Trachemys,stejnegeri,Central Antillean slider,NT,0,0,0,1,22026,un
chordata,reptilia,testudines,geoemydidae,Batagur,baska,Northern river terrapin,CR,0,0,1,0,2614,un
chordata,reptilia,testudines,geoemydidae,Cuora,aurocapitata,Yellow-headed box turtle,CR,1,0,0,0,5959,un
chordata,reptilia,testudines,geoemydidae,Cuora,galbinifrons,Indochinese box turtle,CR,1,1,0,0,5955,un
chordata,reptilia,testudines,geoemydidae,Cuora,mccordi,McCord's box turtle,CR,1,0,0,0,5961,un
chordata,reptilia,testudines,geoemydidae,Cuora,trifasciata,Chinese three-striped box turtle,CR,0,0,1,0,5962,un
