Phylum,Class,Order,Family,Genus,Species,Common_Name,Status,BRO,TOR,SAN,HEN,IUCN_No,Pop_Trend
chordata,aves,pelecaniformes,scopidae,Scopus,umbretta,Hamerkop,LC,1,1,1,1,22697356,st
chordata,aves,phoenicopteriformes,phoenicopteridae,Phoeniconaias,minor,Lesser flamingo,NT,0,0,1,0,22697369,de
chordata,aves,phoenicopteriformes,phoenicopteridae,Phoenicopterus,chilensis,Chilean flamingo,NT,1,0,0,0,22697365,de
chordata,aves,phoenicopteriformes,phoenicopteridae,Phoenicopterus,ruber,American flamingo,LC,1,1,1,1,22729706,in
chordata,aves,piciformes,picidae,Colaptes,auratus,Northern flicker,LC,1,0,0,0,22681282,st
chordata,aves,piciformes,picidae,Dinopium,benghalense,Lesser goldenback,LC,0,0,1,0,22681508,st
chordata,aves,piciformes,picidae,Melanerpes,uropygialis,Gila woodpecker,LC,0,0,0,1,22680853,st
chordata,aves,piciformes,picidae,Picoides,pubescens,Downy woodpecker,LC,1,0,0,0,22681155,st
chordata,aves,piciformes,picidae,Picus,flavinucha,Greater yellownape,LC,0,0,1,0,22681437,st
chordata,aves,piciformes,ramphastidae,Aulacorhynchus,prasinus,Emerald toucanet,LC,1,0,0,0,22681959,de
chordata,aves,piciformes,ramphastidae,Lybius,bidentatus,Double-toothed barbet,LC,0,0,1,0,22681861,st
chordata,aves,piciformes,ramphastidae,Lybius,dubius,Bearded barbet,LC,1,0,1,0,22681865,un
chordata,aves,piciformes,ramphastidae,Psilopogon,pyrolophus,Fire-tufted barbet,LC,0,0,1,0,22681588,de
chordata,aves,piciformes,ramphastidae,Pteroglossus,viridis,Green aracari,LC,1,1,1,0,22681994,st
chordata,aves,piciformes,ramphastidae,Ramphastos,sulfuratus,Keel-billed toucan,LC,1,0,0,0,22682102,de
chordata,aves,piciformes,ramphastidae,Ramphastos,swainsonii,Chestnut-mandibled toucan,LC,0,0,1,1,22682133,de
chordata,aves,piciformes,ramphastidae,Ramphastos,toco,Toco Toucan,LC,1,0,0,0,22682164,de
chordata,aves,psittaciformes,psittacidae,Agapornis,canus,Grey-headed lovebird,LC,1,0,0,0,22685326,st
chordata,aves,psittaciformes,psittacidae,Agapornis,lilianae,Lilian's lovebird,NT,0,0,1,0,22685356,de
chordata,aves,psittaciformes,psittacidae,Agapornis,nigrigenis,Black-cheeked lovebird,VU,0,0,1,0,22685360,de
chordata,aves,psittaciformes,psittacidae,Agapornis,pullarius,Red-headed lovebird,LC,0,0,1,0,22685330,de
chordata,aves,psittaciformes,psittacidae,Agapornis,roseicollis,Rosy-faced lovebird,LC,0,1,0,0,22685342,de
chordata,aves,psittaciformes,psittacidae,Amazona,aestiva,Turquoise-fronted amazon,LC,1,0,0,1,22686332,de
chordata,aves,psittaciformes,psittacidae,Amazona,amazonica,Orange-winged amazon,LC,0,0,0,1,22686350,de
chordata,aves,psittaciformes,psittacidae,Amazona,finschi,Lilac-crowned amazon,VU,1,0,1,0,22686268,de
chordata,aves,psittaciformes,psittacidae,Amazona,leucocephala caymanensis,Cuban amazon,NT,1,0,1,0,22686201,de
chordata,aves,psittaciformes,psittacidae,Amazona,ochrocephala,Yellow-crowned parrot,LC,0,0,0,1,22686346,de
chordata,aves,psittaciformes,psittacidae,Amazona,oratrix,Yellow-headed amazon,EN,0,0,1,1,22686337,de
chordata,aves,psittaciformes,psittacidae,Amazona,ventralis,Hispaniolan amazon,VU,1,0,0,0,22686215,de
chordata,aves,psittaciformes,psittacidae,Amazona,viridigenalis,Red-crowned amazon,EN,0,0,0,1,22686259,de
chordata,aves,psittaciformes,psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw,EN,0,0,1,1,22685516,de
chordata,aves,psittaciformes,psittacidae,Ara,ambiguus,Great green macaw,EN,0,0,1,0,22685553,de
chordata,aves,psittaciformes,psittacidae,Ara,ararauna,Blue-and-yellow macaw,LC,0,1,1,1,22685539,de
chordata,aves,psittaciformes,psittacidae,Ara,chloropterus,Red-and-green macaw,LC,0,0,1,1,22685566,de
chordata,aves,psittaciformes,psittacidae,Ara,macao,Scarlet macaw,LC,0,1,1,1,22685563,de
chordata,aves,psittaciformes,psittacidae,Ara,militaris,Military macaw,VU,0,0,0,1,22685548,de
chordata,aves,psittaciformes,psittacidae,Ara,rubrogenys,Red-fronted macaw,EN,0,0,0,1,22685572,de
chordata,aves,psittaciformes,psittacidae,Ara,severus,Chestnut-fronted macaw,LC,1,0,0,0,22685577,st
chordata,aves,psittaciformes,psittacidae,Aratinga,solstitialis,Sun parakeet,EN,0,0,0,1,22685701,de
chordata,aves,psittaciformes,psittacidae,Cacatua,alba,White cockatoo,EN,1,0,1,1,22684789,de
chordata,aves,psittaciformes,psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,LC,1,0,1,1,22684781,de
chordata,aves,psittaciformes,psittacidae,Cacatua,leadbeateri,Major Mitchell's cockatoo,LC,1,0,0,0,22684767,st
chordata,aves,psittaciformes,psittacidae,Cacatua,moluccensis,Salmon-crested cockatoo,VU,1,0,0,1,22684784,de
chordata,aves,psittaciformes,psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo,CR,0,0,1,1,22684777,de
chordata,aves,psittaciformes,psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo,LC,0,0,1,0,22684755,in
chordata,aves,psittaciformes,psittacidae,Calyptorhynchus,banksii,Red-tailed black cockatoo,LC,0,1,1,0,22684744,de
chordata,aves,psittaciformes,psittacidae,Chalcopsitta,cardinalis,Cardinal lory,LC,0,0,1,0,22684499,st
chordata,aves,psittaciformes,psittacidae,Chalcopsitta,sintillata,Streaked lory,LC,0,0,1,0,22684494,st
chordata,aves,psittaciformes,psittacidae,Charmosyna,papou,Papuan lorikeet,LC,0,0,1,0,22684707,st
chordata,aves,psittaciformes,psittacidae,Charmosyna,placentis,Red-flanked lorikeet,LC,0,0,1,0,22684686,st
chordata,aves,psittaciformes,psittacidae,Coracopsis,nigra,Black parrot,LC,1,0,0,1,22685266,st
chordata,aves,psittaciformes,psittacidae,Cyclopsitta,diophthalma,Double-eyed fig parrot,LC,0,0,1,0,22684885,st
chordata,aves,psittaciformes,psittacidae,Eclectus,roratus,Eclectus parrot,LC,0,0,1,1,22685022,de
chordata,aves,psittaciformes,psittacidae,Eolophus,roseicapilla,Galah,LC,0,0,1,1,22684758,in
chordata,aves,psittaciformes,psittacidae,Eos,bornea,Red lory,LC,0,0,0,1,22684509,de
chordata,aves,psittaciformes,psittacidae,Eos,histrio,Red-and-blue lory,EN,0,0,1,0,22684502,de
chordata,aves,psittaciformes,psittacidae,Eos,semilarvata,Blue-eared lory,LC,0,0,1,0,22684524,de
chordata,aves,psittaciformes,psittacidae,Eunymphicus,cornutus,Horned parakeet,VU,0,0,1,0,22685185,in
chordata,aves,psittaciformes,psittacidae,Forpus,coelestis,Pacific parrotlet,LC,0,0,1,0,22685949,st
chordata,aves,psittaciformes,psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot,LC,0,0,1,0,22685384,de
chordata,aves,psittaciformes,psittacidae,Loriculus,philippensis,Philippine hanging parrot,LC,0,0,1,0,22685376,de
chordata,aves,psittaciformes,psittacidae,Lorius,domicella,Purple-naped lory,EN,0,0,1,0,22684586,de
chordata,aves,psittaciformes,psittacidae,Lorius,lory,Black-capped lory,LC,0,0,1,0,22684594,st
chordata,aves,psittaciformes,psittacidae,Melopsittacus,undulatus,Budgerigar,LC,0,1,0,1,22685223,in
chordata,aves,psittaciformes,psittacidae,Nestor,notabilis,Kea,VU,0,0,1,0,22684831,de
chordata,aves,psittaciformes,psittacidae,Nymphicus,hollandicus,Cockatiel,LC,1,0,0,1,22684828,st
chordata,aves,psittaciformes,psittacidae,Phigys,solitarius,Collared lory,LC,0,0,1,0,22684624,st
chordata,aves,psittaciformes,psittacidae,Pionus,maximiliani,Scaly-headed parrot,LC,0,0,0,1,22686181,de
chordata,aves,psittaciformes,psittacidae,Poicephalus,senegalus,Senegal parrot,LC,0,0,0,1,22685295,st
chordata,aves,psittaciformes,psittacidae,Polytelis,anthopeplus,Regent parrot,LC,0,0,1,0,22685078,de
chordata,aves,psittaciformes,psittacidae,Primolius,auricollis,Yellow-collared macaw,LC,0,0,0,1,22685628,in
chordata,aves,psittaciformes,psittacidae,Primolius,couloni,Blue-headed macaw,VU,1,0,0,0,22685593,de
chordata,aves,psittaciformes,psittacidae,Probosciger,aterrimus,Palm cockatoo,LC,1,0,0,0,22684723,de
chordata,aves,psittaciformes,psittacidae,Prosopeia,tabuensis,Maroon shining parrot,LC,0,0,1,0,22685041,de
chordata,aves,psittaciformes,psittacidae,Psittacella,brehmii,Brehm's tiger parrot,LC,0,0,1,0,22684925,st
chordata,aves,psittaciformes,psittacidae,Psittacula,cyanocephala,Plum-headed parakeet,LC,0,0,0,1,22685481,de
chordata,aves,psittaciformes,psittacidae,Psittacula,krameri,Rose-ringed parakeet,LC,0,0,1,0,22685441,in
chordata,aves,psittaciformes,psittacidae,Psittacula,longicauda,Long-tailed parakeet,NT,0,0,1,0,22685513,de
chordata,aves,psittaciformes,psittacidae,Psittaculirostris,edwardsii,Scarlet-cheeked fig parrot,LC,0,0,1,0,22684903,st
chordata,aves,psittaciformes,psittacidae,Psittacus,erithacus,Grey parrot,VU,1,0,0,1,22724813,de
chordata,aves,psittaciformes,psittacidae,Psitteuteles,goldiei,Goldie's lorikeet,LC,0,0,1,0,22684578,st
chordata,aves,psittaciformes,psittacidae,Psitteuteles,iris,Iris lorikeet,NT,0,0,1,0,22684573,de
chordata,aves,psittaciformes,psittacidae,Psittrichas,fulgidus,Pesquet's parrot,VU,0,0,1,0,22685025,de
chordata,aves,psittaciformes,psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed parrot,EN,0,0,1,0,22685766,de
chordata,aves,psittaciformes,psittacidae,Trichoglossus,capistratus,Marigold lorikeet,NE,0,1,0,0,N/A,N/A
chordata,aves,psittaciformes,psittacidae,Trichoglossus,forsteni,Sunset lorikeet,NE,0,0,1,0,N/A,N/A
chordata,aves,psittaciformes,psittacidae,Trichoglossus,haematodus,Rainbow lorikeet,LC,1,1,0,0,22733510,de
chordata,aves,psittaciformes,psittacidae,Trichoglossus,johnstoniae,Mindanao lorikeet,NT,0,0,1,0,22684559,de
chordata,aves,psittaciformes,psittacidae,Trichoglossus,rubritorquis,Red-collared lorikeet,NE,0,0,1,0,N/A,N/A
chordata,aves,psittaciformes,psittacidae,Vini,australis,Blue-crowned lorikeet,LC,0,0,1,0,22684627,de
chordata,aves,psittaciformes,psittacidae,Vini,peruviana,Violet lorikeet,VU,0,0,1,0,22684641,de
chordata,aves,sphenisciformes,spheniscidae,Aptenodytes,patagonicus,King penguin,LC,0,0,0,1,22697748,in
chordata,aves,sphenisciformes,spheniscidae,Eudyptes,chrysocome,Rockhopper penguin,VU,0,0,0,1,22735250,de
chordata,aves,sphenisciformes,spheniscidae,Eudyptes,chrysolophus,Macaroni penguin,VU,0,0,0,1,22697793,de
chordata,aves,sphenisciformes,spheniscidae,Eudyptula,minor,Fairy penguin,LC,0,0,0,1,22697805,de
chordata,aves,sphenisciformes,spheniscidae,Pygoscelis,papua,Gentoo penguin,NT,0,0,0,1,22697755,de
chordata,aves,sphenisciformes,spheniscidae,Spheniscus,demersus,Jackass penguin,EN,0,1,0,1,22697810,de
chordata,aves,sphenisciformes,spheniscidae,Spheniscus,magellanicus,Magellanic penguin,NT,1,0,0,0,22697822,de
chordata,aves,strigiformes,strigidae,Asio,otus,Long-eared owl,LC,0,0,0,1,22689507,de
chordata,aves,strigiformes,strigidae,Athene,cunicularia,Burrowing owl,LC,0,1,0,1,22689353,de
chordata,aves,strigiformes,strigidae,Bubo,bubo,Eurasian eagle-owl,LC,0,1,1,1,22688927,de
chordata,aves,strigiformes,strigidae,Bubo,scandiacus,Snowy owl,LC,1,0,0,0,22689055,de
chordata,aves,strigiformes,strigidae,Bubo,virginianus,Great horned owl,LC,1,1,1,1,22688923,st
chordata,aves,strigiformes,strigidae,Megascops,asio,Eastern screech owl,LC,1,0,0,1,22688758,in
chordata,aves,strigiformes,strigidae,Megascops,kennicottii,Western screech owl,LC,0,0,1,0,22688747,de
chordata,aves,strigiformes,strigidae,Ptilopsis,leucotis,Northern white-faced owl,LC,1,0,0,0,22688741,st
chordata,aves,strigiformes,strigidae,Pulsatrix,perspicillata,Spectacled owl,LC,0,1,1,1,22689180,st
chordata,aves,strigiformes,strigidae,Strix,albitarsis,Rufous-banded owl,LC,0,1,0,0,22689154,st
chordata,aves,strigiformes,strigidae,Strix,varia,Barred owl,LC,1,0,0,1,22689094,in
chordata,aves,strigiformes,strigidae,Surnia,ulula,Northern hawk owl,LC,0,0,1,0,22689189,st
chordata,aves,strigiformes,tytonidae,Tyto,alba,Barn owl,LC,1,1,1,1,22688504,st
chordata,aves,struthioniformes,apterygidae,Apteryx,mantelli,North Island brown kiwi,EN,0,0,1,0,22724574,de
chordata,aves,struthioniformes,dromaiidae,Dromaius,novaehollandiae,Emu,LC,1,1,1,1,22678117,st
chordata,aves,struthioniformes,rheidae,Rhea,americana,Greater rhea,NT,0,0,0,1,22678073,de
chordata,aves,struthioniformes,rheidae,Rhea,pennata,Lesser rhea,NT,0,0,1,0,22678081,de
chordata,aves,struthioniformes,struthionidae,Struthio,camelus,Ostrich,LC,1,1,1,1,22678068,de
chordata,aves,tinamiformes,tinamidae,Crypturellus,soui,Little tinamou,LC,0,0,1,0,22678169,de
chordata,aves,tinamiformes,tinamidae,Eudromia,elegans,Elegant created tinamou,LC,1,1,0,0,22678289,de
chordata,aves,trogoniformes,trogonidae,Pharomachrus,auriceps,Golden-headed quetzal,LC,1,0,0,0,22682738,st
chordata,aves,trogoniformes,trogonidae,Trogon,viridis,White-tailed trogon,LC,1,0,0,0,22736238,st
chordata,mammalia,afrosoricida,tenrecidae,Echinops,telfairi,Lesser hedgehog tenrec,LC,1,0,1,1,40592,st
chordata,mammalia,afrosoricida,tenrecidae,Setifer,setosus,Greater hedgehog tenrec,LC,0,0,0,1,40594,st
chordata,mammalia,artiodactyla,bovidae,Bos,frontalis,Gayal,NE,1,1,0,1,N/A,N/A
chordata,mammalia,artiodactyla,bovidae,Ovis,aries,Sheep,NE,1,1,1,0,N/A,N/A
chordata,mammalia,artiodactyla,camelidae,Camelus,dromedarius,Dromedary,NE,1,0,1,0,N/A,N/A
chordata,mammalia,artiodactyla,camelidae,Lama,glama,Llama,NE,1,1,1,1,N/A,N/A
chordata,mammalia,artiodactyla,camelidae,Lama,pacos,Alpaca,NE,0,1,0,0,N/A,N/A
chordata,mammalia,carnivora,ailuridae,Ailurus,fulgens,Red panda,VU,1,1,1,0,714,de
chordata,mammalia,carnivora,canidae,Alopex,lagopus,Arctic fox,LC,0,1,0,0,899,st
chordata,mammalia,carnivora,canidae,Canis,lupus,Wolf,LC,0,1,1,1,3746,st
chordata,mammalia,carnivora,canidae,Canis,mesomelas,Black-backed jackal,LC,0,0,1,0,3755,st
chordata,mammalia,carnivora,canidae,Cuon,alpinus,Dhole,EN,0,1,1,0,5953,de
chordata,mammalia,carnivora,canidae,Lycaon,pictus,African wild dog,EN,1,0,1,1,12436,de
chordata,mammalia,carnivora,canidae,Otocyon,megalotis,Bat-eared fox,LC,0,0,1,1,15642,un
chordata,mammalia,carnivora,canidae,Vulpes,corsac,Corsac fox,LC,0,0,1,0,23051,un
chordata,mammalia,carnivora,canidae,Vulpes,velox,Swift fox,LC,0,0,0,1,23059,st
chordata,mammalia,carnivora,canidae,Vulpes,zerda,Fennec fox,LC,1,0,1,0,41588,un
chordata,mammalia,carnivora,eupleridae,Cryptoprocta,ferox,Fossa,VU,1,0,1,1,5760,de
chordata,mammalia,carnivora,eupleridae,Galidia,elegans,Ring-tailed mongoose,LC,1,0,0,0,39426,un
chordata,mammalia,carnivora,felidae,Acinonyx,jubatus,Cheetah,VU,0,1,1,1,219,de
chordata,mammalia,carnivora,felidae,Caracal,caracal,Caracal,LC,0,1,1,0,3847,un
chordata,mammalia,carnivora,felidae,Felis,nigripes,Black-footed cat,VU,0,0,0,1,8542,de
chordata,mammalia,carnivora,felidae,Felis,silvestris,Wildcat,LC,0,0,1,0,8543,de
chordata,mammalia,carnivora,felidae,Leopardus,geoffroyi,Geoffroy's cat,NT,0,0,1,0,15310,de
chordata,mammalia,carnivora,felidae,Leopardus,pardalis,Ocelot,LC,0,0,1,1,11509,de
chordata,mammalia,carnivora,felidae,Leopardus,wiedii,Margay,NT,0,0,1,0,11511,de
chordata,mammalia,carnivora,felidae,Leptailurus,serval,Serval,LC,0,0,1,1,11638,st
chordata,mammalia,carnivora,felidae,Lynx,canadensis,Lynx,LC,0,1,0,0,12518,st
chordata,mammalia,carnivora,felidae,Lynx,lynx,Eurasian lynx,LC,0,0,1,0,12519,st
chordata,mammalia,carnivora,felidae,Lynx,rufus,Bobcat,LC,0,0,0,1,12521,st
chordata,mammalia,carnivora,felidae,Neofelis,nebulosa,Clouded leopard,VU,0,1,1,1,14519,de
chordata,mammalia,carnivora,felidae,Panthera,leo,Lion,VU,1,1,1,1,15951,de
chordata,mammalia,carnivora,felidae,Panthera,onca,Jaguar,NT,0,1,1,1,15953,de
chordata,mammalia,carnivora,felidae,Panthera,pardus,Leopard,NT,1,0,1,0,15954,de
chordata,mammalia,carnivora,felidae,Panthera,pardus orientalis,Amur leopard,CR,1,0,0,1,15957,de
chordata,mammalia,carnivora,felidae,Panthera,tigris,Tiger,EN,0,0,0,1,15955,de
chordata,mammalia,carnivora,felidae,Panthera,tigris altaica,Amur tiger,EN,1,1,0,1,15956,st
chordata,mammalia,carnivora,felidae,Panthera,tigris corbetti,Indochinese tiger,EN,0,0,1,0,136853,de
chordata,mammalia,carnivora,felidae,Panthera,tigris jacksoni,Malayan tiger,EN,1,0,1,1,136893,de
chordata,mammalia,carnivora,felidae,Panthera,tigris sumatrae,Sumatran tiger,CR,0,1,0,0,15966,de
chordata,mammalia,carnivora,felidae,Panthera,tigris tigris,Bengal tiger,EN,0,0,0,1,136899,de
chordata,mammalia,carnivora,felidae,Panthera,uncia,Snow leopard,EN,1,1,1,1,22732,de
chordata,mammalia,carnivora,felidae,Prionailurus,viverrinus,Fishing cat,EN,0,0,1,1,18150,de
chordata,mammalia,carnivora,felidae,Puma,concolor,Puma,LC,0,1,1,1,18868,de
chordata,mammalia,carnivora,herpestidae,Helogale,parvula,Common dwarf mongoose,LC,1,0,1,1,41609,st
chordata,mammalia,carnivora,herpestidae,Mungos,mungo,Banded mongoose,LC,0,0,1,0,41621,st
chordata,mammalia,carnivora,herpestidae,Suricata,suricatta,Meerkat,LC,0,1,1,1,41624,un
chordata,mammalia,carnivora,hyaenidae,Crocuta,crocuta,Spotted hyena,LC,1,1,1,0,5674,de
chordata,mammalia,carnivora,hyaenidae,Hyaena,brunnea,Brown hyena,NT,0,0,1,0,10276,de
chordata,mammalia,carnivora,hyaenidae,Hyaena,hyaena,Striped hyena,NT,0,0,1,0,10274,de
chordata,mammalia,carnivora,mephitidae,Mephitis,mephitis,Striped skunk,LC,1,1,0,0,41635,st
chordata,mammalia,carnivora,mephitidae,Spilogale,gracilis,Western spotted skunk,LC,1,0,0,0,136797,de
chordata,mammalia,carnivora,mustelidae,Aonyx,capensis,African clawless otter,LC,0,0,1,0,1793,st
chordata,mammalia,carnivora,mustelidae,Aonyx,cinerea,Oriental small-clawed otter,VU,1,0,1,1,44166,de
chordata,mammalia,carnivora,mustelidae,Lontra,canadensis,North American river otter,LC,0,1,1,1,12302,st
chordata,mammalia,carnivora,mustelidae,Lutra,maculicollis,Spotted-necked otter,LC,0,1,1,1,12420,de
chordata,mammalia,carnivora,mustelidae,Mellivora,capensis,Honey badger,LC,0,0,1,0,41629,de
chordata,mammalia,carnivora,mustelidae,Mustela,nigripes,Black-footed ferret,EN,0,1,0,0,14020,in
chordata,mammalia,carnivora,mustelidae,Mustela,putorius,European polecat,LC,1,1,1,0,41658,de
chordata,mammalia,carnivora,mustelidae,Poecilogale,albinucha,African striped weasel,LC,0,0,0,1,41662,un
chordata,mammalia,carnivora,mustelidae,Taxidea,taxus,American badger,LC,0,0,1,0,41663,de
chordata,mammalia,carnivora,otariidae,Callorhinus,ursinus,Northern fur seal,VU,0,0,1,0,3590,de
chordata,mammalia,carnivora,otariidae,Zalophus,californianus,California sea lion,LC,1,0,1,1,41666,in
chordata,mammalia,carnivora,phocidae,Mirounga,angustirostris,Northern elephant seal,LC,0,0,1,0,13581,in
chordata,mammalia,carnivora,phocidae,Phoca,vitulina,Harbor seal,LC,0,0,1,0,17013,st
chordata,mammalia,carnivora,procyonidae,Bassariscus,astutus,Ringtail,LC,0,0,0,1,41680,un
chordata,mammalia,carnivora,procyonidae,Nasua,narica,White-nosed coati,LC,0,0,1,1,41683,de
chordata,mammalia,carnivora,procyonidae,Potos,flavus,Kinkajou,LC,1,0,1,1,41679,de
chordata,mammalia,carnivora,procyonidae,Procyon,lotor,Raccoon,LC,0,0,1,1,41686,in
chordata,mammalia,carnivora,ursidae,Ailuropoda,melanoleuca,Giant panda,EN,0,0,1,0,712,de
chordata,mammalia,carnivora,ursidae,Helarctos,malayanus,Sun bear,VU,0,0,1,1,9760,de
chordata,mammalia,carnivora,ursidae,Melursus,ursinus,Sloth bear,VU,0,0,1,0,13143,de
chordata,mammalia,carnivora,ursidae,Tremarctos,ornatus,Spectacled bear,VU,0,0,1,1,22066,de
chordata,mammalia,carnivora,ursidae,Ursus,americanus,American black bear,LC,0,0,0,1,41687,in
chordata,mammalia,carnivora,ursidae,Ursus,arctos,Grizzly bear,LC,1,1,1,0,41688,st
chordata,mammalia,carnivora,ursidae,Ursus,maritimus,Polar bear,VU,1,1,1,1,22823,de
chordata,mammalia,carnivora,viverridae,Arctictis,binturong,Binturong,VU,0,0,1,0,41690,de
chordata,mammalia,carnivora,viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,LC,1,0,1,0,41691,de
chordata,mammalia,carnivora,viverridae,Civettictis,civetta,African civet,LC,0,0,1,0,41695,un
chordata,mammalia,carnivora,viverridae,Genetta,genetta,Common genet,LC,0,0,1,0,41698,st
chordata,mammalia,carnivora,viverridae,Viverra,civettina,Malabar large-spotted civet,CR,0,0,1,0,23036,un
chordata,mammalia,cetartiodactyla,antilocapridae,Antilocapra,americana,Pronghorn,LC,0,0,1,0,1677,st
chordata,mammalia,cetartiodactyla,bovidae,Addax,nasomaculatus,Addax,CR,0,0,0,1,512,de
chordata,mammalia,cetartiodactyla,bovidae,Aepyceros,melampus,Impala,LC,0,1,0,0,550,st
chordata,mammalia,cetartiodactyla,bovidae,Aepyceros,melampus petersi,Black-faced impala,VU,0,0,1,0,549,st
chordata,mammalia,cetartiodactyla,bovidae,Ammotragus,lervia,Aoudad,VU,0,1,1,0,1151,de
chordata,mammalia,cetartiodactyla,bovidae,Antilope,cervicapra,Blackbuck,NT,1,0,1,0,1681,st
chordata,mammalia,cetartiodactyla,bovidae,Bison,bison,American bison,NT,1,1,1,1,2815,st
chordata,mammalia,cetartiodactyla,bovidae,Bos,gaurus,Gaur,VU,0,0,0,1,2891,de
chordata,mammalia,cetartiodactyla,bovidae,Bos,grunniens grunniens,Yak (domestic),VU,0,1,1,0,2892,de
chordata,mammalia,cetartiodactyla,bovidae,Bos,indicus,Zebu,NE,0,0,0,1,N/A,N/A
chordata,mammalia,cetartiodactyla,bovidae,Boselaphus,tragocamelus,Nilgai,LC,1,0,0,0,2893,st
chordata,mammalia,cetartiodactyla,bovidae,Bubalus,bubalis,Water buffalo,NE,0,0,1,0,N/A,N/A
chordata,mammalia,cetartiodactyla,bovidae,Bubalus,depressicornis,Anoa,EN,0,0,1,0,3126,de
chordata,mammalia,cetartiodactyla,bovidae,Budorcas,taxicolor,Takin,VU,0,0,1,0,3160,de
chordata,mammalia,cetartiodactyla,bovidae,Capra,aegagrus hircus,Domestic goat,VU,1,1,1,1,3786,de
chordata,mammalia,cetartiodactyla,bovidae,Capra,caucasica,West Caucasian tur,EN,0,1,1,0,3794,de
chordata,mammalia,cetartiodactyla,bovidae,Capra,falconeri heptneri,Markhor,EN,1,0,0,0,3787,de
chordata,mammalia,cetartiodactyla,bovidae,Capra,nubiana,Nubian ibex,VU,1,0,1,0,3796,de
chordata,mammalia,cetartiodactyla,bovidae,Capra,pyrenaica,Spanish ibex,LC,0,0,1,0,3798,in
chordata,mammalia,cetartiodactyla,bovidae,Capra,sibirica,Siberian ibex,LC,0,0,1,0,42398,un
chordata,mammalia,cetartiodactyla,bovidae,Cephalophus,dorsalis,Bay duiker,LC,1,0,0,0,4139,de
chordata,mammalia,cetartiodactyla,bovidae,Cephalophus,niger,Black duiker,LC,0,1,1,0,4145,de
chordata,mammalia,cetartiodactyla,bovidae,Cephalophus,rufilatus,Red-flanked duiker,LC,0,0,1,0,4149,de
chordata,mammalia,cetartiodactyla,bovidae,Cephalophus,silvicultor,Yellow-backed duiker,LC,0,0,1,1,4150,de
chordata,mammalia,cetartiodactyla,bovidae,Damaliscus,pygargus,Blesbok,LC,0,0,1,0,30208,st
chordata,mammalia,cetartiodactyla,bovidae,Gazella,cuvieri,Cuvier's gazelle,EN,0,0,1,0,8967,un
chordata,mammalia,cetartiodactyla,bovidae,Gazella,dorcas,Dorcas gazelle,VU,0,0,1,0,8969,de
chordata,mammalia,cetartiodactyla,bovidae,Gazella,leptoceros,Rhim gazelle,EN,1,0,1,0,8972,de
chordata,mammalia,cetartiodactyla,bovidae,Gazella,spekei,Speke's gazelle,EN,0,0,1,0,8975,de
chordata,mammalia,cetartiodactyla,bovidae,Gazella,subgutturosa,Goitered gazelle,VU,0,0,1,0,8976,de
chordata,mammalia,cetartiodactyla,bovidae,Hemitragus,jemlahicus,Himalayan tahr,NT,1,1,0,0,9919,de
chordata,mammalia,cetartiodactyla,bovidae,Hippotragus,equinus,Roan antelope,LC,0,0,1,0,10167,de
chordata,mammalia,cetartiodactyla,bovidae,Hippotragus,niger,Sable antelope,LC,0,1,1,1,10170,st
chordata,mammalia,cetartiodactyla,bovidae,Kobus,megaceros,Nile lechwe,EN,0,0,0,1,11034,de
chordata,mammalia,cetartiodactyla,bovidae,Litocranius,walleri,Gerenuk,NT,0,0,1,0,12142,de
chordata,mammalia,cetartiodactyla,bovidae,Madoqua,kirkii,Kirk's dik-dik,LC,0,0,1,0,12670,st
chordata,mammalia,cetartiodactyla,bovidae,Neotragus,pygmaeus,Royal antelope,LC,0,0,1,0,14602,de
chordata,mammalia,cetartiodactyla,bovidae,Oreotragus,oreotragus,Klipspringer,LC,0,0,1,1,15485,st
chordata,mammalia,cetartiodactyla,bovidae,Oryx,dammah,Scimitar-horned oryx,EW,0,1,1,1,15568,N/A
chordata,mammalia,cetartiodactyla,bovidae,Ovibos,moschatus,Muskox,LC,0,1,0,0,29684,st
chordata,mammalia,cetartiodactyla,bovidae,Pelea,capreolus,Gray rhebok,LC,0,0,1,0,16484,st
chordata,mammalia,cetartiodactyla,bovidae,Pseudois,nayaur,Bharal,LC,0,0,1,0,18536,un
chordata,mammalia,cetartiodactyla,bovidae,Raphicerus,campestris,Steenbok,LC,0,0,1,0,19308,st
chordata,mammalia,cetartiodactyla,bovidae,Rupicapra,rupicapra,Northern chamois,LC,0,1,0,0,39255,un
chordata,mammalia,cetartiodactyla,bovidae,Sylvicapra,grimmia,Commer duiker,LC,0,0,1,0,21203,st
chordata,mammalia,cetartiodactyla,bovidae,Syncerus,caffer,African buffalo,LC,0,0,1,0,21251,de
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,angasii,Nyala,LC,1,0,1,0,22052,st
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,eurycerus,Bongo,NT,0,0,1,0,22047,de
